45	55	24	14
44	54	24	14
44	55	24	14
43	55	24	14
43	55	24	14
43	55	24	14
43	55	24	14
43	55	24	14
43	55	24	14
43	55	24	14
42	55	24	14
43	55	24	14
40	54	24	14
44	54	24	14
44	55	24	14
46	54	24	14
46	55	24	14
46	54	24	14
45	51	24	14
47	52	24	14
48	50	24	14
48	47	24	14
51	47	24	14
47	46	24	14
51	43	24	14
50	39	24	14
50	37	24	14
51	40	24	14
52	38	24	14
52	40	24	14
54	42	24	14
55	42	24	14
55	43	24	14
55	44	24	14
55	44	24	14
55	44	24	14
57	44	24	14
56	48	24	14
56	47	24	14
54	46	24	14
55	48	24	14
56	49	24	14
55	50	24	14
55	51	24	14
54	52	24	14
54	52	24	14
54	53	24	14
55	54	24	14
54	54	24	14
54	54	24	14
55	53	24	14
53	56	24	14
51	53	24	14
53	52	24	14
55	51	24	14
54	51	24	14
55	50	24	14
58	47	24	14
53	48	24	14
56	48	24	14
56	47	24	14
53	47	24	14
53	47	24	14
55	47	24	14
54	48	24	14
54	51	24	14
53	49	24	14
52	51	24	14
49	52	24	14
53	50	24	14
50	50	24	14
54	50	24	14
51	48	24	14
54	46	24	14
54	46	24	14
56	48	24	14
56	47	24	14
57	45	24	14
56	45	24	14
58	44	24	14
58	45	24	14
59	44	24	14
62	44	24	14
59	42	24	14
61	41	24	14
61	41	24	14
60	42	24	14
61	42	24	14
60	41	24	14
60	42	24	14
61	44	24	14
62	44	24	14
59	44	24	14
63	46	24	14
59	48	24	14
61	49	24	14
57	49	24	14
58	51	24	14
56	51	24	14
56	50	24	14
59	50	24	14
