51	49	16	15
51	50	16	15
51	53	16	15
51	54	16	15
49	56	16	15
50	55	16	15
49	57	16	15
50	58	16	15
47	61	16	15
49	63	16	15
48	63	16	15
48	65	16	15
49	69	16	15
49	72	16	15
50	73	16	15
52	74	16	15
52	73	16	15
51	75	16	15
52	77	16	15
52	82	16	15
52	84	16	15
54	77	16	15
58	75	16	15
57	71	16	15
57	69	16	15
57	65	16	15
56	59	16	15
55	54	16	15
57	51	16	15
58	48	16	15
58	46	16	15
58	44	16	15
58	42	16	15
57	43	16	15
55	47	16	15
58	49	16	15
54	53	16	15
54	55	16	15
57	53	16	15
57	51	16	15
56	51	16	15
56	49	16	15
57	50	16	15
56	49	16	15
55	50	16	15
56	49	16	15
54	49	16	15
55	49	16	15
54	49	16	15
54	49	16	15
55	49	16	15
58	46	16	15
55	47	16	15
56	48	16	15
56	48	16	15
57	46	16	15
57	45	16	15
56	45	16	15
57	43	16	15
57	44	16	15
57	44	16	15
56	41	16	15
56	40	16	15
59	39	16	15
59	38	16	15
57	40	16	15
59	36	16	15
62	34	16	15
61	35	16	15
63	31	16	15
60	30	16	15
64	29	16	15
59	28	16	15
62	26	16	15
