237	181	21	37
236	182	21	37
236	181	21	37
234	181	21	37
234	181	21	37
231	181	21	37
231	179	21	37
232	179	21	37
230	180	21	37
230	180	21	37
228	180	21	37
229	179	21	37
230	178	21	37
227	179	21	37
226	177	21	37
226	177	21	37
222	178	21	37
220	178	21	37
219	179	21	37
217	177	21	37
216	178	21	37
216	177	21	37
215	177	21	37
213	177	21	37
214	176	21	37
212	174	21	37
210	174	21	37
210	175	21	37
212	175	21	37
209	176	21	37
210	176	21	37
207	175	21	37
206	175	21	37
205	175	21	37
205	175	21	37
205	173	21	37
202	174	21	37
202	173	21	37
201	173	21	37
200	173	21	37
200	172	21	37
199	172	21	37
198	172	21	37
197	172	21	37
197	172	21	37
196	172	21	37
195	172	21	37
193	172	21	37
192	171	21	37
192	171	21	37
190	171	21	37
190	170	21	37
190	170	21	37
189	170	21	37
188	169	21	37
186	169	21	37
185	170	21	37
187	169	21	37
184	170	21	37
183	169	21	37
181	168	21	37
182	169	21	37
182	168	21	37
181	168	21	37
180	167	21	37
179	167	21	37
179	167	21	37
177	166	21	37
178	167	21	37
175	167	21	37
175	166	21	37
175	166	21	37
174	166	21	37
173	165	21	37
171	166	21	37
171	166	21	37
169	166	21	37
169	165	21	37
169	165	21	37
168	165	21	37
168	164	21	37
167	163	21	37
166	164	21	37
166	165	21	37
165	164	21	37
163	164	21	37
162	164	21	37
163	163	21	37
160	163	21	37
160	163	21	37
160	163	21	37
160	162	21	37
159	162	21	37
159	163	21	37
157	162	21	37
156	162	21	37
156	161	21	37
154	161	21	37
154	161	21	37
152	159	21	37
153	161	21	37
151	160	21	37
150	159	21	37
151	161	21	37
150	162	21	37
148	160	21	37
146	160	21	37
147	160	21	37
144	158	21	37
146	159	21	37
145	158	21	37
145	159	21	37
144	159	21	37
143	159	21	37
141	160	21	37
142	160	21	37
140	158	21	37
140	159	21	37
139	158	21	37
139	158	21	37
138	158	21	37
137	157	21	37
136	157	21	37
135	158	21	37
134	157	21	37
134	158	21	37
133	157	21	37
132	156	21	37
132	156	21	37
131	157	21	37
130	157	21	37
129	156	21	37
129	156	21	37
129	156	21	37
127	156	21	37
127	155	21	37
126	155	21	37
126	155	21	37
125	154	21	37
122	155	21	37
121	155	21	37
123	154	21	37
123	154	21	37
120	154	21	37
119	152	21	37
119	152	21	37
120	153	21	37
119	152	21	37
118	149	21	37
118	152	21	37
117	152	21	37
115	150	21	37
116	151	21	37
115	151	21	37
113	150	21	37
112	150	21	37
112	149	21	37
112	151	21	37
111	149	21	37
110	149	21	37
110	150	21	37
108	149	21	37
108	150	21	37
107	150	21	37
106	149	21	37
106	149	21	37
105	149	21	37
105	148	21	37
105	148	21	37
104	149	21	37
103	149	21	37
104	149	21	37
103	149	21	37
102	149	21	37
102	149	21	37
101	149	21	37
100	148	21	37
99	148	21	37
99	148	21	37
98	147	21	37
97	147	21	37
97	148	21	37
96	148	21	37
96	147	21	37
95	148	21	37
93	147	21	37
93	147	21	37
93	148	21	37
92	147	21	37
91	147	21	37
90	147	21	37
89	147	21	37
90	147	21	37
89	147	21	37
88	147	21	37
87	147	21	37
87	146	21	37
86	148	21	37
86	147	21	37
86	147	21	37
85	147	21	37
85	146	21	37
84	146	21	37
83	147	21	37
82	146	21	37
82	146	21	37
81	145	21	37
80	145	21	37
79	145	21	37
79	145	21	37
79	143	21	37
79	143	21	37
79	143	21	37
79	143	21	37
78	142	21	37
77	142	21	37
76	143	21	37
76	143	21	37
74	143	21	37
73	143	21	37
73	142	21	37
71	142	21	37
