57	55	17	13
56	57	17	13
55	57	17	13
57	56	17	13
58	56	17	13
58	56	17	13
58	59	17	13
57	60	17	13
55	59	17	13
56	55	17	13
58	61	17	13
56	58	17	13
55	58	17	13
56	56	17	13
54	59	17	13
55	56	17	13
55	59	17	13
57	56	17	13
55	56	17	13
56	56	17	13
57	59	17	13
57	56	17	13
57	58	17	13
58	59	17	13
58	60	17	13
60	58	17	13
58	60	17	13
60	61	17	13
59	61	17	13
60	56	17	13
61	60	17	13
60	58	17	13
60	59	17	13
58	60	17	13
56	62	17	13
58	59	17	13
58	56	17	13
58	52	17	13
58	51	17	13
57	50	17	13
52	52	17	13
53	49	17	13
53	48	17	13
51	45	17	13
51	43	17	13
50	43	17	13
49	44	17	13
48	44	17	13
47	45	17	13
47	45	17	13
45	50	17	13
49	52	17	13
45	52	17	13
46	51	17	13
47	51	17	13
47	51	17	13
49	52	17	13
49	54	17	13
50	54	17	13
51	53	17	13
53	52	17	13
53	51	17	13
52	51	17	13
52	52	17	13
51	53	17	13
52	54	17	13
51	53	17	13
52	53	17	13
53	53	17	13
53	54	17	13
55	53	17	13
53	54	17	13
54	55	17	13
54	53	17	13
54	53	17	13
56	53	17	13
55	54	17	13
54	55	17	13
55	54	17	13
57	53	17	13
53	54	17	13
55	51	17	13
50	55	17	13
56	55	17	13
57	54	17	13
55	54	17	13
55	54	17	13
51	53	17	13
54	55	17	13
53	55	17	13
54	55	17	13
53	55	17	13
53	56	17	13
55	56	17	13
52	55	17	13
54	55	17	13
51	55	17	13
56	55	17	13
56	57	17	13
57	57	17	13
56	55	17	13
55	55	17	13
55	54	17	13
54	56	17	13
56	56	17	13
56	55	17	13
57	54	17	13
54	54	17	13
55	54	17	13
56	55	17	13
57	58	17	13
57	56	17	13
53	56	17	13
54	56	17	13
56	56	17	13
54	55	17	13
55	55	17	13
55	57	17	13
54	55	17	13
53	54	17	13
54	54	17	13
53	54	17	13
53	54	17	13
55	53	17	13
56	53	17	13
54	56	17	13
53	56	17	13
49	55	17	13
52	55	17	13
51	55	17	13
51	57	17	13
50	56	17	13
48	58	17	13
