94	146	17	32
95	146	17	32
95	146	17	32
93	146	17	32
96	147	17	32
93	146	17	32
94	145	17	32
93	146	17	32
95	145	17	32
96	145	17	32
98	145	17	32
98	146	17	32
98	145	17	32
96	145	17	32
97	145	17	32
97	144	17	32
99	145	17	32
95	146	17	32
99	145	17	32
96	145	17	32
95	146	17	32
96	145	17	32
99	145	17	32
100	145	17	32
96	145	17	32
95	146	17	32
99	145	17	32
95	146	17	32
101	144	17	32
100	145	17	32
96	146	17	32
99	145	17	32
98	145	17	32
101	145	17	32
96	146	17	32
98	145	17	32
100	145	17	32
98	146	17	32
98	146	17	32
102	147	17	32
97	146	17	32
98	145	17	32
102	147	17	32
103	145	17	32
99	145	17	32
97	146	17	32
98	146	17	32
102	145	17	32
103	144	17	32
100	146	17	32
97	146	17	32
103	146	17	32
103	146	17	32
102	145	17	32
100	146	17	32
106	144	17	32
99	145	17	32
103	145	17	32
102	146	17	32
101	146	17	32
101	146	17	32
101	146	17	32
99	147	17	32
101	149	17	32
99	147	17	32
103	145	17	32
101	146	17	32
103	145	17	32
102	146	17	32
104	144	17	32
103	145	17	32
105	143	17	32
101	143	17	32
103	144	17	32
105	144	17	32
103	145	17	32
101	146	17	32
103	145	17	32
103	145	17	32
105	143	17	32
103	145	17	32
100	146	17	32
101	148	17	32
105	143	17	32
100	146	17	32
103	145	17	32
105	145	17	32
105	145	17	32
103	145	17	32
104	145	17	32
103	145	17	32
105	145	17	32
104	146	17	32
105	145	17	32
101	145	17	32
101	145	17	32
101	145	17	32
106	144	17	32
103	145	17	32
104	144	17	32
105	144	17	32
102	145	17	32
103	145	17	32
104	145	17	32
106	145	17	32
106	144	17	32
104	145	17	32
102	145	17	32
106	144	17	32
107	144	17	32
102	145	17	32
101	145	17	32
103	145	17	32
104	144	17	32
104	142	17	32
103	143	17	32
104	142	17	32
105	144	17	32
103	145	17	32
103	145	17	32
106	143	17	32
107	144	17	32
105	145	17	32
105	145	17	32
107	144	17	32
107	145	17	32
102	145	17	32
106	144	17	32
105	144	17	32
101	145	17	32
102	145	17	32
102	145	17	32
105	145	17	32
107	143	17	32
105	145	17	32
108	143	17	32
102	145	17	32
107	144	17	32
102	144	17	32
104	145	17	32
101	144	17	32
107	143	17	32
105	144	17	32
109	143	17	32
110	143	17	32
110	143	17	32
107	143	17	32
108	144	17	32
110	145	17	32
108	144	17	32
110	145	17	32
108	144	17	32
109	145	17	32
110	145	17	32
106	144	17	32
108	144	17	32
110	144	17	32
108	143	17	32
108	144	17	32
110	144	17	32
110	146	17	32
109	144	17	32
109	143	17	32
109	143	17	32
108	145	17	32
109	144	17	32
108	144	17	32
107	144	17	32
109	144	17	32
109	143	17	32
108	143	17	32
109	143	17	32
109	145	17	32
110	145	17	32
110	145	17	32
110	147	17	32
110	143	17	32
110	144	17	32
111	145	17	32
111	145	17	32
111	144	17	32
110	144	17	32
112	145	17	32
112	144	17	32
113	145	17	32
116	144	17	32
114	145	17	32
115	144	17	32
115	142	17	32
115	143	17	32
115	143	17	32
116	143	17	32
116	143	17	32
114	143	17	32
117	143	17	32
116	142	17	32
117	142	17	32
118	144	17	32
117	142	17	32
117	142	17	32
117	142	17	32
117	142	17	32
117	143	17	32
